"","id","group","age","gender","ic_scoops","ic_rt","ffmq.X1","ffmq.X2","ffmq.X3","ffmq.X4","ffmq.X5","ffmq.X6","ffmq.X7","ffmq.X8","ffmq.X9","ffmq.X10","ffmq.X11","ffmq.X12","ffmq.X13","ffmq.X14","ffmq.X15","ffmq.X16","ffmq.X17","ffmq.X18","ffmq.X19","ffmq.X20","ffmq.X21","ffmq.X22","ffmq.X23","ffmq.X24","ffmq.X25","ffmq.X26","ffmq.X27","ffmq.X28","ffmq.X29","ffmq.X30","ffmq.X31","ffmq.X32","ffmq.X33","ffmq.X34","ffmq.X35","ffmq.X36","ffmq.X37","ffmq.X38","ffmq.X39"
"391", 525,1,30.76515,"f",22.772998,279.3523,3,3,1,1,3,2,5,1,2,2,2,4,4,3,1,3,3,3,2,2,2,2,4,1,2,1,2,3,2,2,2,3,2,2,1,1,2,3,3
"392", 799,1,25.16038,"f",23.193014,369.9242,1,4,4,4,1,2,5,1,3,4,1,2,1,4,3,5,4,1,5,3,5,3,2,3,1,2,3,1,4,3,2,2,3,1,2,3,5,1,4
"393",  15,1,33.74487,"f",19.195059,460.1651,2,3,3,3,2,1,1,5,3,3,2,5,4,1,2,4,4,5,4,1,5,1,3,4,3,3,2,5,5,2,2,2,3,3,3,1,3,5,2
"394", 255,1,50.89864,"m", 8.961703,416.5235,1,5,3,1,5,1,4,3,2,1,1,3,3,4,1,2,3,5,2,2,2,4,5,1,4,1,5,4,2,1,1,5,1,5,4,3,5,4,2
"395", 119,1,53.58463,"m",15.486397,340.1924,2,2,3,1,4,2,5,1,1,2,1,5,3,3,2,5,1,2,3,1,3,3,1,2,1,1,5,2,3,3,3,3,2,4,2,2,4,3,1
"396", 306,1,39.27908,"f",20.344261,401.5304,2,1,3,5,3,1,1,3,2,3,2,1,5,2,3,1,5,2,4,3,3,2,4,2,4,2,1,4,2,4,1,1,2,4,4,2,1,2,4
"397", 579,1,39.61728,"f",17.817707,464.3968,3,2,1,3,1,2,3,1,1,3,1,2,1,2,1,2,1,1,1,3,2,3,1,1,4,3,3,1,1,2,1,4,1,1,4,3,4,1,5
"398", 841,1,19.54469,"m",16.437960,373.8079,4,2,5,3,1,3,3,5,4,3,2,2,1,3,3,4,3,1,3,3,5,1,1,3,5,2,2,2,2,5,2,1,5,2,4,2,2,2,5
"399", 212,1,48.51455,"nb",25.001256,425.8930,1,1,2,5,3,3,4,2,5,3,2,4,1,5,2,1,1,2,3,1,5,3,3,5,1,1,3,3,5,3,1,3,5,1,2,1,1,2,3
"400",  55,1,19.12195,"m",19.202754,459.7573,4,5,2,5,4,3,4,4,5,3,3,4,4,3,3,4,3,3,5,4,5,4,2,4,4,4,5,3,5,3,4,3,5,5,3,4,4,4,2
"401", 773,1,33.79854,"f",14.021137,412.4401,3,3,2,1,2,2,5,1,2,4,2,3,1,2,1,2,2,1,1,2,1,4,1,1,2,1,4,1,3,3,3,2,2,2,2,1,4,3,2
"402", 322,1,26.00194,"f",25.079092,387.5412,4,3,5,4,3,2,2,4,4,5,3,1,3,4,4,1,5,1,5,2,2,2,4,5,5,3,2,4,2,5,3,3,5,3,5,4,3,4,5
"403", 742,1,46.62761,"f",20.570294,439.1817,2,3,4,3,2,3,2,4,4,1,2,4,4,2,2,2,3,3,3,1,3,3,3,4,3,3,3,3,4,1,2,2,5,3,3,2,2,4,2
"404", 352,1,31.40605,"f",19.597144,487.0257,1,5,4,4,5,1,5,3,4,4,2,5,2,3,1,5,3,2,5,2,5,5,3,4,3,3,5,2,5,4,1,5,5,3,5,1,5,4,5
"405", 708,1,29.23055,"f",19.990360,419.7827,4,1,3,1,4,2,2,2,1,1,4,1,3,4,1,2,3,1,4,3,2,1,3,2,3,3,1,2,3,2,2,3,3,4,2,4,1,3,2
"406", 261,1,33.90126,"f",24.506696,365.9402,1,5,4,1,3,1,2,1,2,5,1,3,1,4,1,5,4,2,1,2,2,4,2,3,4,2,4,1,2,5,1,4,2,3,5,1,5,2,3
"407", 720,1,26.56458,"f",18.178833,360.7246,4,4,2,1,1,2,4,3,4,2,2,1,1,1,2,3,4,1,3,3,2,3,3,2,1,3,4,1,1,2,3,2,2,1,2,1,3,1,1
"408",  62,1,38.37456,"f",17.372931,449.1452,4,4,2,1,1,4,5,1,1,2,4,5,1,4,2,5,3,2,3,3,4,5,1,4,2,2,4,1,3,3,3,5,3,1,2,2,3,1,3
"409", 100,1,24.04443,"f",21.372094,425.8619,2,3,5,2,3,3,2,5,2,3,1,5,3,4,2,3,4,2,3,1,3,3,5,2,5,2,2,3,2,5,1,3,3,3,5,1,2,1,4
"410", 377,1,36.26372,"m",20.229763,531.4481,1,3,2,2,5,1,4,2,3,2,1,2,5,2,1,2,1,3,1,1,2,2,3,2,2,1,3,5,1,1,2,1,4,2,1,1,4,3,2
"411", 335,1,52.14808,"f",13.889777,419.2253,1,4,1,5,2,1,5,1,4,3,1,4,1,2,1,4,3,2,4,1,2,3,3,4,2,1,5,1,4,1,1,4,2,3,1,1,3,3,2
"412", 988,1,25.39885,"f",20.330382,355.4679,1,5,1,1,3,1,5,4,2,3,2,5,4,2,1,5,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,5,3,3,1,1,5,4,1
"413", 347,1,45.73173,"m",14.903736,427.5233,1,4,4,2,4,4,4,2,5,3,3,3,4,4,3,4,3,1,4,2,4,3,1,4,4,2,4,2,1,2,3,4,4,2,3,2,3,3,3
"414", 358,1,46.28360,"m",18.054618,437.2867,3,5,2,3,3,1,5,2,4,2,2,3,2,1,3,4,2,5,2,2,5,4,4,3,3,2,1,5,3,4,2,3,5,4,2,4,5,4,2
"415", 397,1,51.32057,"f",14.495797,400.2586,4,2,5,3,3,2,1,4,1,3,2,2,2,5,4,3,4,4,1,3,1,2,3,4,1,3,3,4,3,2,1,1,3,3,5,4,1,2,3
"416", 171,1,47.31504,"f",17.925670,406.4075,4,4,3,3,5,1,3,3,4,4,1,3,3,3,1,4,3,3,3,2,3,2,1,3,2,3,2,5,4,3,2,3,4,4,2,2,3,5,5
"417", 786,1,28.12586,"f",19.278448,361.9196,1,4,3,1,2,2,5,1,2,3,1,5,1,5,3,4,2,2,4,1,2,3,1,1,3,1,3,1,2,2,1,5,2,3,3,1,5,1,2
"418", 150,1,20.74861,"m",23.883317,421.4920,1,4,4,4,1,1,4,1,4,2,3,4,1,2,2,5,3,1,5,3,3,4,2,3,4,2,4,1,2,3,2,3,4,2,3,3,4,1,4
"419", 649,1,30.11506,"f",19.763109,365.1562,2,1,4,2,5,4,1,3,1,3,1,1,3,4,1,2,2,4,2,1,2,2,5,1,3,2,2,3,3,5,2,1,2,3,3,1,1,3,5
"420", 673,1,28.23585,"f",19.566487,381.9670,3,2,4,2,2,2,2,3,3,4,3,1,3,2,3,2,3,4,5,3,3,1,5,3,4,4,1,1,5,3,2,1,5,2,3,4,3,1,4
"421", 221,1,26.86294,"f",21.301196,433.3716,1,4,4,4,4,2,4,5,2,4,4,4,3,5,3,2,3,4,3,3,2,5,3,5,4,2,5,5,3,5,3,5,3,5,4,2,2,4,4
"422", 460,1,50.57191,"f",10.430227,400.3128,3,4,3,4,5,4,4,4,3,2,4,3,3,3,3,5,1,3,4,2,4,5,4,2,1,3,3,5,3,2,4,4,3,3,3,3,3,4,1
"423", 838,1,54.44548,"nb",15.641030,347.2805,3,5,2,4,1,2,5,1,4,1,4,5,1,1,4,5,1,1,4,3,5,5,2,3,2,4,5,2,5,1,3,4,5,1,2,4,5,3,2
"424", 917,1,51.82607,"m",15.923138,464.5224,3,5,2,1,2,2,5,3,1,3,3,5,3,3,4,5,3,1,3,2,1,5,1,2,5,3,5,1,1,2,3,4,4,1,2,1,5,3,3
"425", 223,1,39.87552,"m",11.934726,386.4484,1,2,5,3,4,2,2,4,1,4,2,2,4,2,3,1,5,5,1,1,4,2,5,2,4,1,1,4,1,5,1,1,2,4,3,1,2,5,2
"426", 339,1,41.91723,"f",22.218756,368.9266,4,1,4,1,1,3,1,1,1,4,4,3,1,4,3,3,2,3,1,3,1,2,1,1,2,2,1,2,1,5,4,2,1,2,4,3,3,2,4
"427",  43,1,35.01560,"m",20.613104,470.6359,2,1,3,3,2,1,3,3,2,4,1,4,1,3,1,3,4,1,3,3,4,3,1,2,4,2,4,2,3,5,2,1,4,2,4,1,4,1,5
"428", 342,1,24.75600,"f",28.758584,401.5092,1,3,3,4,3,1,1,1,3,4,1,2,2,3,1,3,3,1,4,1,1,3,3,3,2,1,4,2,2,4,1,1,3,1,4,1,1,2,3
"429", 977,1,30.31861,"m",18.448263,419.4011,2,4,2,2,2,3,3,1,2,1,3,5,2,3,3,5,1,2,3,2,2,4,1,3,2,3,2,1,3,4,2,4,1,1,1,2,5,2,2
"430", 298,1,26.02108,"f",11.685160,306.5606,4,2,1,1,3,4,3,2,1,2,3,2,2,3,2,3,1,1,1,1,2,2,2,1,2,4,4,3,1,3,2,3,1,3,1,2,1,2,2
"431",  76,1,40.55630,"m",22.743469,360.7238,4,5,3,3,3,3,3,3,5,2,4,5,3,2,2,4,4,4,3,2,3,5,3,3,2,2,3,3,2,2,3,4,4,2,3,3,5,3,3
"432", 127,1,46.93424,"m",15.383927,384.6001,2,4,3,5,3,2,4,2,2,1,3,5,2,4,2,3,3,4,3,1,3,5,1,3,5,3,5,5,3,4,2,5,1,3,3,3,5,4,4
"433",   9,1,21.92859,"f",25.275594,377.4042,1,2,1,5,3,1,3,1,2,3,3,2,1,4,1,2,3,1,2,1,2,2,3,5,3,1,2,2,5,4,2,3,4,1,4,3,2,1,2
"434", 853,1,26.83604,"m",21.299607,368.4462,4,2,4,1,3,1,5,2,3,4,4,3,5,5,2,5,5,2,3,3,2,2,2,3,4,4,3,3,3,4,3,3,1,2,5,4,3,5,4
"435", 362,1,29.33966,"m",22.977452,431.1419,3,5,4,1,2,4,5,2,4,4,1,5,4,4,3,2,4,3,4,3,4,3,4,5,3,3,4,1,4,5,3,5,2,2,3,2,4,3,5
"436", 879,1,27.75955,"f",20.524768,447.3858,1,3,1,5,2,2,2,3,2,3,3,3,5,2,1,2,2,2,4,1,3,3,3,5,2,1,2,3,3,2,1,1,2,4,3,2,2,2,2
"437", 311,1,34.34558,"m",19.599047,430.2775,3,1,2,1,4,2,1,5,1,2,2,2,4,3,4,2,2,5,1,4,2,1,3,1,3,2,1,5,1,3,4,1,2,3,2,4,1,4,2
"438",  48,1,46.83058,"m",18.647411,421.3243,4,3,1,3,5,2,2,4,4,1,2,3,4,1,4,3,1,3,4,2,5,3,4,3,1,2,4,4,5,2,3,2,2,5,1,2,1,4,1
"439", 957,1,21.53501,"m",18.511523,392.5211,1,2,3,2,4,2,4,4,4,5,1,2,3,5,2,2,5,3,3,1,4,2,3,3,5,1,1,4,2,4,1,2,1,3,5,1,2,2,5
"440", 815,1,33.71669,"f",12.217844,411.4704,2,3,1,3,3,2,2,4,2,2,2,2,4,2,1,3,3,3,1,3,1,1,4,1,2,2,2,4,2,3,4,1,2,2,2,4,1,4,2
"441",  93,1,50.76887,"f",15.993919,383.5098,2,1,3,4,5,2,1,4,4,3,2,2,3,3,3,4,3,4,5,1,4,2,4,2,3,1,3,4,4,3,4,3,4,4,2,3,1,2,2
"442", 130,1,30.13826,"m",25.939169,432.7960,2,2,2,3,4,1,5,3,4,3,1,5,4,1,4,4,4,4,3,2,4,2,3,3,3,2,4,3,3,3,2,5,4,4,2,1,4,3,5
"443", 476,1,35.81331,"m",25.380677,316.4414,4,3,4,4,4,3,3,3,5,4,4,2,4,3,4,4,3,4,5,4,4,2,2,4,3,4,3,5,4,4,3,4,5,3,5,4,4,4,4
"444", 363,1,31.70761,"f",15.905336,409.8283,1,4,2,2,4,1,1,2,5,4,1,4,2,3,1,2,3,3,5,1,3,4,4,4,2,1,1,1,4,1,1,4,5,3,2,1,4,4,2
"445", 590,1,46.94885,"m",14.161622,388.9504,3,5,4,5,2,1,4,4,3,4,3,3,3,5,4,4,5,4,4,3,5,3,4,2,5,1,4,5,4,4,2,4,4,4,5,1,5,4,5
"446",  11,1,41.71780,"m",22.057807,403.3054,1,5,2,1,1,1,5,2,1,1,1,3,1,4,1,5,3,2,2,2,1,5,1,1,5,1,5,1,2,4,1,3,1,1,4,1,3,2,3
"447", 332,1,40.33165,"f",24.213890,300.9635,2,3,5,4,3,2,5,5,5,5,1,4,4,4,4,4,4,4,4,1,1,3,4,2,3,1,5,5,4,4,3,3,3,4,4,1,3,5,2
"448", 959,1,23.63782,"f",13.655056,394.6035,3,5,2,4,5,4,5,5,4,2,4,5,5,2,4,5,1,5,2,3,2,5,5,2,2,4,5,4,1,2,3,5,1,5,4,1,5,4,1
"449", 710,1,45.45315,"m",19.076463,404.6967,1,4,3,2,4,2,2,1,2,2,1,2,2,3,1,3,4,1,3,3,2,4,2,2,1,2,4,4,2,4,2,1,1,3,2,2,4,1,4
"450", 510,1,48.25268,"f",10.384161,363.5580,4,1,3,5,5,3,1,4,2,3,3,2,5,5,3,1,3,3,3,3,4,1,5,5,4,4,1,5,1,3,4,2,3,5,3,4,3,4,4
"451", 983,1,22.25065,"m",18.734825,387.9822,4,3,4,2,3,4,2,2,3,4,3,4,4,4,4,2,3,3,1,4,2,5,3,2,4,4,3,2,4,3,3,2,4,4,3,4,3,1,3
"452", 144,1,47.37439,"m",16.863226,386.7506,3,3,3,3,3,3,2,3,4,3,2,2,4,3,2,3,3,2,3,3,2,3,4,3,2,2,3,4,2,1,3,3,2,4,1,1,2,5,4
"453", 558,1,25.48136,"f",14.820812,436.9338,2,1,3,1,4,2,2,5,3,3,2,3,5,3,1,1,4,5,1,4,2,2,5,1,3,2,2,3,1,5,3,1,1,4,4,4,1,4,4
"454", 656,1,24.41105,"m",25.292202,385.3417,1,2,5,3,2,1,2,2,1,4,1,3,1,1,1,1,4,1,1,1,2,1,4,2,4,1,2,4,3,2,1,4,2,2,3,1,4,3,5
"455", 538,1,48.16940,"f",21.307384,325.1723,2,5,4,4,5,2,5,4,4,4,3,4,4,3,2,4,4,5,5,2,4,4,3,1,3,2,3,4,3,5,1,4,3,1,4,4,5,3,3
"456", 511,1,42.63937,"m",18.865369,349.9899,3,3,3,1,3,3,4,4,2,5,2,4,2,4,4,4,5,3,2,2,1,1,5,3,5,4,2,2,2,5,4,5,1,1,4,3,2,2,4
"457", 540,1,46.87816,"f", 8.746449,418.5238,1,3,3,2,3,1,3,3,3,2,1,3,4,4,1,5,3,3,3,2,2,2,5,1,4,1,4,3,2,2,1,5,3,2,4,1,3,3,1
"458", 149,1,25.89356,"m",14.038997,377.6844,4,2,3,3,3,3,2,4,2,4,4,1,2,3,3,1,4,5,2,3,1,4,5,3,4,3,2,2,1,4,2,3,1,3,4,3,3,5,3
"459", 454,1,49.44763,"m",19.123575,282.6313,2,2,3,2,2,1,3,3,3,4,2,3,3,4,1,1,4,5,2,1,2,1,3,3,4,1,2,3,1,4,4,2,2,3,3,2,3,4,4
"460", 109,1,44.36655,"m",17.410630,352.8205,3,2,2,1,4,2,1,5,3,2,4,1,4,2,2,3,2,4,3,2,5,1,5,2,5,1,2,4,1,3,4,2,2,5,1,1,2,3,1
"461", 611,1,51.30096,"f",13.346243,333.0475,4,2,3,3,1,3,4,2,5,2,2,2,1,3,3,4,4,3,3,2,5,4,1,3,3,3,2,1,5,4,4,4,3,1,2,4,2,1,5
"462", 816,1,50.84682,"f",18.943318,457.6171,2,2,3,3,3,3,3,3,5,1,3,2,5,3,1,3,1,5,4,1,4,1,3,3,3,1,1,4,4,1,1,2,5,3,2,1,2,5,2
"463", 825,1,52.93663,"m",22.946749,404.5072,1,5,5,4,1,1,5,1,5,5,1,5,1,5,1,4,5,1,5,1,5,5,1,5,5,1,4,1,5,4,1,5,5,1,5,1,4,1,5
"464", 586,1,52.73589,"f",20.981036,382.3129,3,4,4,4,5,2,4,2,1,3,1,5,3,3,2,4,3,4,4,2,2,4,3,4,5,2,3,4,1,4,3,5,4,4,3,1,4,5,2
"465", 634,1,40.37962,"f",19.249251,389.5775,4,1,3,3,1,4,3,4,2,5,3,3,2,2,4,2,4,4,3,4,5,2,2,1,4,4,3,4,2,2,2,5,1,3,3,1,2,2,3
"466",  24,1,33.76161,"m",19.687132,318.3051,1,2,1,4,1,3,3,1,4,2,2,2,1,1,2,1,2,2,5,1,2,3,1,4,1,1,1,1,4,1,2,2,3,2,1,1,2,2,1
"467", 580,1,25.46429,"m",23.361826,452.1800,3,2,2,3,4,1,4,4,3,4,1,3,3,5,2,1,4,4,5,1,3,2,5,2,1,1,4,4,5,2,2,1,1,3,5,1,1,5,2
"468", 876,1,46.50990,"m",12.425138,256.0126,1,2,5,3,2,2,2,1,1,5,2,3,1,3,2,3,4,1,3,1,3,1,1,4,3,1,1,1,2,4,2,4,3,1,3,2,2,1,5
"469", 395,1,23.18092,"m",23.399428,393.6260,3,2,4,3,5,1,1,4,3,5,1,2,3,3,1,2,1,4,1,1,2,2,3,2,2,1,3,2,1,3,1,2,1,5,1,2,3,3,3
"470", 677,1,27.85475,"f",15.965955,461.6415,1,2,3,2,1,1,2,3,1,3,1,2,3,3,2,3,5,2,1,1,2,2,1,2,4,1,1,2,1,5,1,1,1,1,2,1,1,1,4
"471", 964,1,50.53637,"m",18.770564,382.1701,4,1,1,3,5,4,3,2,2,2,3,1,1,2,3,1,3,4,1,4,4,2,4,3,1,2,3,4,4,2,3,1,4,4,1,2,1,2,3
"472", 467,1,30.79056,"m",22.696233,411.2679,1,3,4,1,3,1,4,3,1,4,1,4,4,2,1,3,3,5,1,1,1,5,4,2,3,1,5,2,1,4,2,4,1,3,2,1,3,5,3
"473", 902,1,30.42747,"f",17.116368,362.2406,1,2,1,4,2,1,3,1,5,1,1,2,1,1,1,3,1,2,1,1,2,3,1,2,1,1,3,2,1,2,1,3,1,1,2,1,4,2,1
"474",  73,1,26.24141,"f",18.652127,452.9418,1,3,1,3,4,1,5,4,3,2,1,3,3,1,2,5,2,5,3,1,3,5,4,4,3,1,5,1,1,2,1,5,3,2,3,1,5,3,2
"475",  22,1,21.68221,"f",21.695037,389.5804,4,5,3,5,4,4,5,3,4,2,3,3,5,2,3,5,4,4,4,4,3,3,3,4,3,3,3,2,3,3,2,4,4,2,4,2,4,3,3
"476", 927,1,26.18984,"f",22.193316,489.9012,2,2,4,1,3,3,1,4,2,3,4,2,5,5,2,1,4,5,1,2,3,1,2,2,5,3,1,3,3,4,3,3,2,3,5,2,2,3,3
"477", 488,1,53.74320,"m",24.941353,454.9247,3,2,2,4,3,2,1,3,5,4,2,2,5,5,3,2,1,4,2,1,3,1,5,4,5,2,1,5,4,4,2,1,4,4,4,1,2,5,4
"478", 933,1,38.65146,"m",20.138592,381.3759,1,2,3,4,2,2,3,1,4,5,1,3,1,4,1,3,4,1,4,2,4,4,2,3,4,2,2,1,3,5,1,4,5,1,5,1,2,2,4
"479", 736,1,54.25686,"m",20.813340,329.3821,2,3,1,2,4,1,1,2,2,2,1,5,2,2,1,2,1,3,2,2,1,2,2,1,4,1,3,2,1,1,1,5,1,2,2,2,3,3,1
"480", 550,1,40.04428,"f",17.542407,411.4965,2,5,3,4,1,1,3,1,3,2,2,4,1,2,2,3,5,3,3,2,2,5,1,4,4,3,4,1,2,5,4,4,4,1,3,1,5,3,2
"481", 669,1,32.28046,"f",14.999427,465.6644,3,3,3,3,1,1,2,2,3,1,3,3,1,2,3,1,2,2,1,4,2,3,2,2,1,4,4,4,1,3,2,5,4,2,3,2,3,4,1
"482", 975,1,35.93798,"f",16.945744,396.4878,4,1,5,5,2,3,3,3,4,4,4,3,1,3,4,2,3,3,3,2,2,3,3,3,2,2,2,2,3,4,3,4,3,2,5,3,5,3,4
"483", 265,1,34.79946,"f",23.341365,379.1909,1,3,2,5,3,1,1,1,4,5,3,2,3,5,2,4,4,3,2,1,5,2,3,3,4,2,3,2,5,5,2,1,5,2,4,1,1,2,4
"484", 781,1,33.61964,"f",23.490124,380.4331,4,3,4,1,2,2,3,2,3,5,4,4,3,3,3,3,4,2,3,4,3,2,2,4,4,2,3,2,5,4,3,4,4,3,4,3,3,1,3
"485", 142,1,44.05170,"m",22.257196,408.3438,2,2,5,2,2,3,2,1,2,3,4,1,2,4,2,2,4,1,1,2,1,2,2,1,4,2,1,2,1,5,2,1,2,2,3,2,2,1,5
"486", 138,1,22.21547,"m",22.995517,533.1410,4,3,4,5,4,3,1,5,2,4,3,3,4,3,4,2,2,5,3,4,3,1,3,3,5,4,1,3,5,1,4,2,3,5,4,3,2,5,2
"487", 110,1,46.28654,"m",20.936530,448.2145,3,1,5,1,3,4,3,5,1,4,3,3,4,5,4,1,4,1,1,3,1,3,4,2,4,2,3,3,1,2,4,2,1,4,2,3,3,4,5
"488",  70,1,25.87597,"f",26.130219,360.1192,4,4,3,4,2,4,4,3,2,4,1,2,4,4,3,5,5,4,4,3,2,2,4,1,2,2,4,2,3,3,2,4,4,3,2,3,3,5,5
"489", 299,1,39.22389,"nb",22.882108,454.8331,2,1,3,3,3,2,2,4,5,3,2,2,4,4,1,1,4,4,4,2,3,2,4,4,2,2,5,4,4,3,3,3,3,4,2,3,3,5,3
"490", 999,1,37.47056,"m",11.030937,438.9205,4,4,4,1,3,3,4,3,1,4,4,5,4,3,4,3,1,3,1,4,1,4,3,1,2,4,4,4,1,4,4,3,1,3,4,4,3,2,5
"491",  37,1,39.64102,"m",16.836774,350.0703,1,3,3,3,4,1,3,3,1,2,1,5,2,2,2,2,2,3,1,1,1,5,3,2,1,1,1,3,1,1,3,3,2,2,2,1,2,2,2
"492", 307,1,33.10582,"m",15.950813,340.7733,1,1,3,1,4,2,3,5,1,3,1,2,4,4,1,1,5,4,1,1,2,3,5,1,3,2,2,4,2,4,3,3,1,5,4,2,3,3,5
"493", 542,1,26.29481,"f",19.687592,383.8491,1,1,4,2,2,2,2,1,2,3,1,2,3,4,2,2,5,2,3,3,3,2,3,4,1,2,5,2,3,4,2,1,5,2,5,2,1,3,4
"494", 877,1,39.51591,"m",17.902231,453.8981,2,2,2,2,4,4,4,4,4,1,2,3,3,1,2,5,2,2,2,1,1,4,4,1,1,1,5,2,1,1,3,2,3,3,2,1,1,4,2
"495", 279,1,24.27839,"f",22.187719,317.4912,1,3,3,4,2,2,3,5,4,3,1,3,3,3,2,2,4,5,5,1,4,4,5,5,4,1,4,3,5,2,2,1,2,5,3,1,2,5,5
"496", 916,1,43.53159,"m",16.869197,333.4427,1,5,5,4,5,1,5,5,2,3,1,5,5,4,1,4,3,4,5,1,3,5,3,5,4,3,5,4,5,4,1,3,5,4,2,2,5,5,4
"497", 361,1,42.63650,"f",19.851407,411.0684,2,5,5,2,3,3,3,2,2,5,3,4,3,3,2,4,5,5,2,4,2,1,4,2,5,4,4,2,1,3,4,4,1,5,2,4,2,5,5
"498", 375,1,45.54699,"f",20.337638,415.2848,1,4,5,3,2,2,2,3,3,5,2,4,2,4,1,3,5,4,3,4,2,4,4,3,3,2,3,1,3,5,2,3,2,3,4,2,4,4,5
"499", 108,1,30.75694,"m",21.164925,343.8688,2,4,2,2,3,2,3,2,4,3,2,4,3,3,3,4,5,3,5,3,4,3,5,3,5,2,3,4,5,4,2,4,5,4,2,3,5,4,3
"500", 835,1,46.23701,"f",15.805572,321.6895,3,1,4,2,3,4,2,4,1,5,2,2,2,5,4,3,3,3,2,1,2,1,1,1,3,2,2,2,2,5,2,4,3,1,4,2,3,2,5
"501", 348,2,39.58062,"m",12.533463,340.1459,1,2,2,4,3,2,4,1,4,3,1,2,1,2,1,5,4,2,3,1,3,3,2,1,4,1,4,1,2,2,1,3,1,1,1,1,2,3,3
"502", 777,2,45.78658,"m",17.301195,440.8512,1,1,4,4,3,1,2,2,4,3,1,1,5,4,2,1,4,2,4,2,3,1,2,4,4,1,1,4,4,2,1,2,3,3,5,1,2,4,3
"503", 872,2,22.32477,"m",16.908517,392.2091,1,4,3,2,2,2,4,1,3,3,3,3,1,2,3,2,3,2,3,4,5,4,2,4,2,1,4,1,2,4,2,5,2,2,2,2,3,1,5
"504", 245,2,46.99286,"m",18.914056,427.7841,2,2,4,5,2,3,3,3,4,4,1,1,1,5,3,1,4,1,2,2,4,3,2,5,4,4,3,1,5,4,3,2,4,2,3,1,4,2,2
"505", 172,2,43.44241,"m",23.128859,395.6890,1,2,2,3,1,1,4,1,2,2,1,4,1,2,3,3,2,1,3,1,3,3,1,3,2,1,2,1,3,3,1,2,2,1,2,1,1,1,2
"506", 840,2,23.43906,"m",18.103146,360.0381,2,4,5,1,1,3,4,1,1,5,2,2,1,4,2,4,5,1,1,2,1,4,2,1,4,1,5,2,2,5,3,5,3,1,5,1,4,3,5
"507", 842,2,48.73432,"f",16.714229,364.6858,1,2,3,4,3,1,2,4,2,1,1,1,2,2,2,2,3,2,1,1,2,5,3,1,4,2,2,3,1,3,1,4,2,4,4,1,2,3,2
"508", 768,2,45.61774,"f",18.145501,414.6322,1,3,3,1,2,3,4,3,1,2,1,4,3,3,1,3,1,1,1,2,1,2,3,1,2,1,4,3,1,1,1,2,1,1,1,1,3,3,3
"509", 458,2,47.47030,"f",20.558733,405.9558,2,2,3,2,4,4,4,5,1,4,4,1,2,3,4,1,3,4,4,3,3,3,2,3,5,2,1,1,4,4,4,2,4,4,4,4,2,3,2
"510",  34,2,30.54666,"f",26.446424,426.7804,1,2,2,4,2,1,3,3,4,2,1,3,3,2,1,4,1,2,4,2,5,4,3,5,3,1,1,2,5,2,1,3,5,4,4,1,3,2,2
"511", 133,2,31.12611,"m",14.629788,446.4915,1,1,2,1,5,1,1,4,1,2,1,1,5,2,2,1,1,5,1,1,1,1,3,1,1,2,1,4,1,1,2,1,1,4,1,1,1,5,2
"512", 401,2,50.68364,"m",19.072498,463.5322,3,1,4,4,3,2,1,3,5,4,3,3,4,5,3,2,3,4,2,3,3,3,2,3,5,2,2,3,2,3,4,3,4,1,4,2,1,4,5
"513", 605,2,47.15958,"m",20.782415,401.3450,1,3,4,2,1,1,3,1,1,2,2,5,3,3,2,2,4,1,1,2,1,3,2,1,3,2,2,1,1,2,2,2,1,5,3,1,4,1,3
"514", 325,2,48.67382,"m",19.289564,388.3422,2,3,1,4,4,3,3,5,3,2,3,2,3,3,3,3,3,3,3,4,4,5,3,3,2,3,3,4,4,3,2,2,4,3,3,4,3,3,1
"515", 898,2,48.90498,"f",20.050049,432.7262,3,2,2,3,1,2,1,4,2,5,3,3,4,3,1,1,2,3,3,1,4,2,3,2,3,2,3,3,3,3,1,1,4,4,3,4,1,3,2
"516", 533,2,32.30881,"f",19.332182,469.9217,1,1,3,3,3,1,1,2,2,5,1,1,4,3,2,2,2,1,3,1,2,2,4,2,2,2,1,2,3,3,1,1,2,3,1,1,2,3,3
"517", 991,2,32.16600,"m",10.751206,387.1704,2,3,3,2,3,2,2,1,1,2,2,3,2,2,1,5,2,1,2,3,1,4,1,1,2,3,5,3,2,5,4,3,3,2,3,2,3,2,1
"518", 327,2,46.99837,"m",18.726283,336.6633,2,1,2,5,3,3,2,2,4,2,3,5,3,2,2,3,3,3,4,3,4,1,2,3,2,1,2,4,5,4,4,3,5,2,2,1,1,3,2
"519", 434,2,31.44965,"m",27.344339,415.7410,3,4,1,2,1,1,4,3,1,2,2,4,2,1,1,2,1,3,3,1,3,3,4,3,2,1,1,5,2,2,1,3,4,3,1,1,4,4,2
"520", 717,2,32.05641,"m",25.939840,401.3003,2,2,3,2,3,2,1,1,1,1,1,3,1,2,1,3,1,2,1,1,3,2,3,2,1,1,3,2,2,1,1,1,2,2,1,1,2,2,2
"521", 958,2,36.81453,"f",15.795247,362.6179,2,2,1,2,2,4,2,3,2,2,2,3,2,4,1,3,2,1,1,4,2,1,1,1,2,4,2,3,2,3,4,4,3,1,2,1,1,3,2
